ICAOCode, AirportName,Altitude,City,Country,IATACode,LatitudeDecimalDegrees,LatitudeDegrees,LatitudeDirection,LatitudeMinutes,LatitudeSeconds,LongitudeDecimalDegrees,LongitudeDegrees,LongitudeDirection,LongitudeMinutes,LongitudeSeconds
LHSZ,,0.0,SZENTES,HUNGARY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LHTA,TASZAR,161.0,TASZAR,HUNGARY,,46.393,46.0,N,23.0,35.0,17.917,17.0,E,55.0,2.0
LHTL,TOKOL,102.0,TOKOL,HUNGARY,,47.345,47.0,N,20.0,43.0,18.980999999999998,18.0,E,58.0,51.0
LHUD,,0.0,SZEGED,HUNGARY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIBA,AMENDOLA,57.0,AMENDOLA,ITALY,,41.538999999999994,41.0,N,32.0,19.0,15.713,15.0,E,42.0,48.0
LIBB,,0.0,BRINDISI,ITALY,BDS,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIBC,CROTONE,159.0,CROTONE,ITALY,CRV,38.997,38.0,N,59.0,50.0,17.08,17.0,E,4.0,48.0
LIBD,PALESE MACCHIE,54.0,BARI,ITALY,BRI,41.138000000000005,41.0,N,8.0,18.0,16.761,16.0,E,45.0,38.0
LIBE,,0.0,MONTE SAN ANGELO,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIBF,GINO LISA,82.0,FOGGIA,ITALY,FOG,41.433,41.0,N,25.0,58.0,15.535,15.0,E,32.0,6.0
LIBG,GROTTAGLIE,66.0,GROTTAGLIE,ITALY,TAR,40.516,40.0,N,30.0,58.0,17.402,17.0,E,24.0,8.0
LIBH,,0.0,MARINA DI GINOSA,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIBI,,0.0,VIESTE,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIBJ,,0.0,VIBO VALENTIA,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIBK,,0.0,CARAFFA DI CATANZARO,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIBL,,0.0,PALASCIA,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIBM,,0.0,GROTTAMMARE,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIBN,LECCE,49.0,LECCE,ITALY,LCC,40.239000000000004,40.0,N,14.0,19.0,18.133,18.0,E,7.0,59.0
LIBO,,0.0,ORTANOVA,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIBP,PESCARA,15.0,PESCARA,ITALY,PSR,42.431000000000004,42.0,N,25.0,53.0,14.181,14.0,E,10.0,51.0
LIBQ,,0.0,MONTE SCURO,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIBR,CASALE,15.0,BRINDISI,ITALY,BDS,40.657,40.0,N,39.0,27.0,17.947,17.0,E,56.0,49.0
LIBS,,0.0,CAMPOBASSO,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIBT,,0.0,TERMOLI,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIBU,,0.0,LATRONICO,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIBV,GIOIA DEL COLLE,362.0,GIOIA DEL COLLE,ITALY,,40.768,40.0,N,46.0,4.0,16.933,16.0,E,56.0,0.0
LIBW,,0.0,BONIFATI,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIBX,,0.0,MARTINA FRANCA,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIBY,,0.0,SANTA MARIA DI LEUCA,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIBZ,,0.0,POTENZA,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LICA,LAMEZIA TERME,13.0,LAMEZIA,ITALY,SUF,38.906,38.0,N,54.0,23.0,16.242,16.0,E,14.0,32.0
LICB,,0.0,COMISO,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LICC,CATANIA FONTANAROSSA,13.0,CATANIA,ITALY,CTA,37.467,37.0,N,28.0,0.0,15.065999999999999,15.0,E,3.0,58.0
LICD,LAMPEDUSA,22.0,LAMPEDUSA,ITALY,LMP,35.498000000000005,35.0,N,29.0,52.0,12.618,12.0,E,37.0,5.0
LICE,,0.0,ENNA,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LICF,,0.0,MESSINA,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LICG,PANTELLERIA,194.0,PANTELLERIA,ITALY,PNL,36.816,36.0,N,48.0,59.0,11.969000000000001,11.0,E,58.0,7.0
LICH,,0.0,CAPO SPARTIVENTO,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LICI,,0.0,FINALE,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LICJ,PALERMO,20.0,PALERMO,ITALY,PMO,38.176,38.0,N,10.0,33.0,13.091,13.0,E,5.0,27.0
LICL,,0.0,GELA,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LICM,,0.0,CALOPEZZATI,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LICO,,0.0,COZZO SPADARO,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LICP,BOCCADIFALCO,106.0,PALERMO,ITALY,PMO,38.111,38.0,N,6.0,39.0,13.312999999999999,13.0,E,18.0,48.0
LICR,REGGIO CALABRIA,29.0,REGGIO CALABRIA,ITALY,REG,38.071,38.0,N,4.0,16.0,15.651,15.0,E,39.0,5.0
LICS,,0.0,SCIACCA,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LICT,TRAPANI BIRGI,8.0,TRAPANI,ITALY,TPS,37.913000000000004,37.0,N,54.0,45.0,12.488,12.0,E,29.0,17.0
LICU,,0.0,USTICA,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LICX,,0.0,PRIZZI,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LICZ,SIGONELLA,25.0,SIGONELLA,ITALY,NSY,37.400999999999996,37.0,N,24.0,5.0,14.922,14.0,E,55.0,20.0
LIEA,ALGHERO,27.0,ALGHERO,ITALY,AHO,40.632,40.0,N,37.0,55.0,8.291,8.0,E,17.0,26.0
LIEB,,0.0,CAPO BELLAVISTA,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIEC,,0.0,CAPO CARBONARA,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIED,DECIMOMANNU,31.0,DECIMOMANNU,ITALY,DCI,39.354,39.0,N,21.0,15.0,8.972000000000001,8.0,E,58.0,20.0
LIEE,ELMAS,4.0,CAGLIARI,ITALY,CAG,39.251,39.0,N,15.0,5.0,9.054,9.0,E,3.0,15.0
LIEF,,0.0,CAPO FRASCA,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIEG,,0.0,GUARDIAVECCIA,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIEH,,0.0,CAPO CACCIA,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIEL,,0.0,CAPO SAN LORENZO,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIEM,,0.0,MACOMER,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIEN,,0.0,FONNI,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIEO,OLBIA COSTA SMERALDA,12.0,OLBIA,ITALY,OLB,40.899,40.0,N,53.0,55.0,9.517999999999999,9.0,E,31.0,3.0
LIEP,,0.0,PERDRASDEFOGU,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIET,TORTOLI,7.0,TORTOLI,ITALY,TTB,39.919000000000004,39.0,N,55.0,7.0,9.683,9.0,E,40.0,58.0
LIIA,,0.0,ITALY NOF,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIIB,ITALIAN MET OFFICE,0.0,ROME,ITALY,,40.417,40.0,N,25.0,0.0,12.333,12.0,E,20.0,0.0
LIII,,0.0,ROME,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIIM,,0.0,ROME,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIJJ,,0.0,ROME CAA,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIMA,AERITALIA,289.0,TURIN,ITALY,,45.086000000000006,45.0,N,5.0,10.0,7.603,7.0,E,36.0,11.0
LIMB,BRESSO,148.0,MILANO,ITALY,,45.54,45.0,N,32.0,23.0,9.202,9.0,E,12.0,8.0
LIMC,MALPENSA,234.0,MILANO,ITALY,MXP,45.631,45.0,N,37.0,53.0,8.728,8.0,E,43.0,40.0
LIMD,,0.0,GRIGNA SETTENTRIONALE,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIME,BERGAMO ORIO AL SERIO,238.0,BERGAMO,ITALY,BGY,45.674,45.0,N,40.0,26.0,9.704,9.0,E,42.0,15.0
LIMF,TORINO,302.0,TORINO,ITALY,TRN,45.201,45.0,N,12.0,2.0,7.649,7.0,E,38.0,58.0
LIMG,ALBENGA,46.0,ALBENGA,ITALY,ALL,44.051,44.0,N,3.0,2.0,8.127,8.0,E,7.0,38.0
LIMH,,0.0,PIAN ROSA,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIMI,,0.0,COLLE DEL GIGANTE,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIMJ,GENOVA SESTRI,4.0,GENOA,ITALY,GOA,44.412,44.0,N,24.0,43.0,8.842,8.0,E,50.0,30.0
LIMK,,0.0,TORINO,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIML,LINATE,108.0,MILAN,ITALY,LIN,45.445,45.0,N,26.0,43.0,9.277000000000001,9.0,E,16.0,37.0
LIMM,,0.0,MILAN,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIMN,CAMERI,179.0,CAMERI,ITALY,,45.528999999999996,45.0,N,31.0,46.0,8.669,8.0,E,40.0,9.0
LIMO,,0.0,MONTE BISBINO,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIMP,PARMA,50.0,PARMA,ITALY,PMF,44.824,44.0,N,49.0,28.0,10.296,10.0,E,17.0,46.0
LIMQ,,0.0,GOVONE,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIMR,,0.0,NOVI LIGURE,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIMS,PIACENZA,139.0,PIACENZA,ITALY,QPZ,44.913000000000004,44.0,N,54.0,47.0,9.722999999999999,9.0,E,43.0,24.0
LIMT,,0.0,PASSO DELLA CISA,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIMU,,0.0,CAPO MELE,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIMV,,0.0,PASSO DEI GIOVI,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIMW,AOSTA,547.0,AOSTA,ITALY,,45.738,45.0,N,44.0,18.0,7.367999999999999,7.0,E,22.0,4.0
LIMY,,0.0,MONTE MALANOTTE,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIMZ,LEVALDIGI,387.0,LEVALDIGI,ITALY,CUF,44.54600000000001,44.0,N,32.0,47.0,7.622000000000001,7.0,E,37.0,20.0
LIOW,,0.0,SARZANA,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIPA,AVIANO AB,126.0,AVIANO,ITALY,AVB,46.032,46.0,N,1.0,54.0,12.595999999999998,12.0,E,35.0,47.0
LIPB,BOLZANO,239.0,BOLZANO,ITALY,BZO,46.461000000000006,46.0,N,27.0,38.0,11.325999999999999,11.0,E,19.0,34.0
LIPC,CERVIA,6.0,CERVIA,ITALY,,44.224,44.0,N,13.0,25.0,12.306,12.0,E,18.0,22.0
LIPD,,0.0,UDINE,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIPE,BOLOGNA,38.0,BOLOGNA,ITALY,BLQ,44.534,44.0,N,32.0,3.0,11.29,11.0,E,17.0,25.0
LIPF,,0.0,FERRARA,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIPG,,0.0,GORIZIA,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIPH,TREVISO,18.0,TREVISO,ITALY,TSF,45.648999999999994,45.0,N,38.0,55.0,12.195,12.0,E,11.0,43.0
LIPI,RIVOLTO,57.0,RIVOLTO,ITALY,,45.981,45.0,N,58.0,50.0,13.054,13.0,E,3.0,16.0
LIPJ,,0.0,BASSANO DEL GRAPPA,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIPK,FORLI,30.0,FORLI,ITALY,FRL,44.195,44.0,N,11.0,41.0,12.07,12.0,E,4.0,12.0
LIPL,GHEDI,102.0,GHEDI,ITALY,,45.431999999999995,45.0,N,25.0,55.0,10.267999999999999,10.0,E,16.0,3.0
LIPM,,0.0,MODENA,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIPN,VERONA BOSCOMANTICO,88.0,VERONA,ITALY,,45.472,45.0,N,28.0,19.0,10.927999999999999,10.0,E,55.0,40.0
LIPO,MONTICHIARI,109.0,MONTICHIARI,ITALY,VBS,45.428999999999995,45.0,N,25.0,44.0,10.331,10.0,E,19.0,50.0
LIPP,,0.0,PADOVA ACC,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIPQ,RONCHI DEI LEGIONARI,12.0,RONCHI DE LEGIONARI,ITALY,TRS,45.828,45.0,N,49.0,40.0,13.466,13.0,E,27.0,59.0
LIPR,RIMINI,13.0,RIMINI,ITALY,RMI,44.02,44.0,N,1.0,13.0,12.612,12.0,E,36.0,43.0
LIPS,ISTRANA,43.0,TREVISO,ITALY,,45.684,45.0,N,41.0,4.0,12.085999999999999,12.0,E,5.0,10.0
LIPT,VICENZA,40.0,VICENZA,ITALY,VIC,45.574,45.0,N,34.0,27.0,11.530999999999999,11.0,E,31.0,50.0
LIPU,PADOVA,14.0,PADOVA,ITALY,QPA,45.396,45.0,N,23.0,44.0,11.847999999999999,11.0,E,50.0,52.0
LIPV,,0.0,VENICE,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIPW,,0.0,MONTEVENDA,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIPX,VILLAFRANCA,73.0,VILLAFRANCA,ITALY,VRN,45.396,45.0,N,23.0,44.0,10.888,10.0,E,53.0,18.0
LIPZ,VENEZIA TESSERA,3.0,VENICE,ITALY,VCE,45.505,45.0,N,30.0,18.0,12.352,12.0,E,21.0,6.0
LIQB,,0.0,AREZZO,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIQC,,0.0,CAPRI,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIQD,,0.0,PASSO DELLA PORRETTA,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIQI,,0.0,GRAN SASSO,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIQJ,,0.0,CIVITAVECCHIA,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIQK,,0.0,CAPO PALINURO,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIQL,,0.0,LUCCA,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIQM,,0.0,RIFREDO MUGELLO,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIQN,,0.0,RIETI,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIQO,,0.0,MONTE ARGENTARIO,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIQP,,0.0,PALMARIA,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIQR,,0.0,RADICOFANI,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIQS,AMPUGNANO,195.0,SIENA,ITALY,SAY,43.257,43.0,N,15.0,26.0,11.254000000000001,11.0,E,15.0,15.0
LIQT,,0.0,CIRCEO,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIQV,,0.0,VOLTERRA,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIQZ,,0.0,PONZA,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIRA,CIAMPINO,131.0,ROME,ITALY,CIA,41.799,41.0,N,47.0,57.0,12.595,12.0,E,35.0,41.0
LIRB,,0.0,VIGNA DI VALLE,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIRC,,0.0,CENTROCELLE,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIRE,PRATICA DI MARE,13.0,PRATICA DI MARE,ITALY,,41.653999999999996,41.0,N,39.0,13.0,12.444,12.0,E,26.0,40.0
LIRF,FIUMICINO,4.0,ROME,ITALY,FCO,41.813,41.0,N,48.0,46.0,12.253,12.0,E,15.0,11.0
LIRG,GUIDONIA,89.0,GUIDONIA,ITALY,,41.99,41.0,N,59.0,25.0,12.741,12.0,E,44.0,27.0
LIRH,,0.0,FROSINONE,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIRI,PONTECAGNANO,37.0,SALERNO,ITALY,,40.62,40.0,N,37.0,13.0,14.911,14.0,E,54.0,40.0
LIRJ,MARINA DI CAMPO,10.0,MARINA DI CAMPO,ITALY,EBA,42.76,42.0,N,45.0,37.0,10.238999999999999,10.0,E,14.0,22.0
LIRK,,0.0,MONTE TERMINILLO,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIRL,LATINA,29.0,LATINA,ITALY,QLT,41.542,41.0,N,32.0,32.0,12.909,12.0,E,54.0,32.0
LIRM,GRAZZANISE,9.0,GRAZZANISE,ITALY,,41.06100000000001,41.0,N,3.0,39.0,14.082,14.0,E,4.0,55.0
LIRN,CAPODICHINO,91.0,NAPLES,ITALY,NAP,40.885999999999996,40.0,N,53.0,9.0,14.290999999999999,14.0,E,17.0,26.0
LIRP,PISA,3.0,PISA,ITALY,PSA,43.684,43.0,N,41.0,2.0,10.392999999999999,10.0,E,23.0,33.0
LIRQ,PERETOLA,44.0,FIRENZE,ITALY,FLR,43.81,43.0,N,48.0,35.0,11.205,11.0,E,12.0,18.0
LIRS,GROSSETO,5.0,GROSSETO,ITALY,GRS,42.761,42.0,N,45.0,39.0,11.072000000000001,11.0,E,4.0,20.0
LIRT,,0.0,TREVICO,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIRU,URBE,18.0,ROME,ITALY,,41.952,41.0,N,57.0,7.0,12.499,12.0,E,29.0,56.0
LIRV,VITERBO,303.0,VITERBO,ITALY,,42.43,42.0,N,25.0,49.0,12.064,12.0,E,3.0,51.0
LIRZ,PERUGIA,212.0,PERUGIA,ITALY,PEG,43.096000000000004,43.0,N,5.0,45.0,12.513,12.0,E,30.0,47.0
LIVB,,0.0,PASSO DEL BRENNERO,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIVC,,0.0,MONTE CIMONE,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIVD,,0.0,DOBBIACO,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIVE,,0.0,PASSO RESIA,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIVF,,0.0,FRONTONE,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIVG,,0.0,MONTE GRAPPA,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIVM,,0.0,MARINO DI RAVENNA,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIVO,,0.0,TARVISIO,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIVP,,0.0,PAGANELLA,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIVR,,0.0,PASSO ROLLE,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIVT,,0.0,TRIEST,ITALY,TRS,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIVV,,0.0,MONTE VENDA,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LIYW,,0.0,AVIANO,ITALY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LJAJ,,0.0,AJDODOVSCINA,SLOVENIA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LJBL,,0.0,LESCE,SLOVENIA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LJBO,,0.0,BOVEC,SLOVENIA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LJCE,CERKLJE,156.0,CERKLJE,SLOVENIA,,45.9,45.0,N,53.0,59.0,15.53,15.0,E,31.0,48.0
LJCL,,0.0,CELJE,SLOVENIA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LJLA,,0.0,LJUBLIANA FIR,SLOVENIA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LJLJ,LJUBLJANA,389.0,LJUBLIANA,SLOVENIA,LJU,46.224,46.0,N,13.0,25.0,14.457,14.0,E,27.0,27.0
LJMB,MARIBOR,268.0,MARIBOR,SLOVENIA,MBX,46.48,46.0,N,28.0,47.0,15.686,15.0,E,41.0,10.0
LJMS,,0.0,MURSKA,SLOVENIA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LJNM,,0.0,NOVO MESTRO,SLOVENIA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LJPO,,0.0,POSTOIJNA,SLOVENIA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LJPT,,0.0,PTUJ,SLOVENIA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LJPZ,PORTOROZ,3.0,PORTOROZ,SLOVENIA,POW,45.473,45.0,N,28.0,24.0,13.615,13.0,E,36.0,53.0
LJSG,SLOVENJ GRADEC,502.0,SLOVENJ GRADEC,SLOVENIA,,46.472,46.0,N,28.0,19.0,15.117,15.0,E,7.0,1.0
LJVE,,0.0,VELENJE,SLOVENIA,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LKAA,,0.0,PRAHA FIR,CZECH REPUBLIC,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LKBA,,0.0,BRECLAV,CZECH REPUBLIC,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LKBC,,0.0,BECHYNE,CZECH REPUBLIC,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LKBE,,0.0,BENESOV,CZECH REPUBLIC,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LKBL,,0.0,BLATNA,CZECH REPUBLIC,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LKBR,,0.0,BROUMOV,CZECH REPUBLIC,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LKBU,,0.0,BEROUN,CZECH REPUBLIC,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LKCB,,0.0,CHEB,CZECH REPUBLIC,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LKCE,,0.0,CESKA LIPA,CZECH REPUBLIC,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LKCH,,0.0,CHOMUTOV,CZECH REPUBLIC,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LKCL,,0.0,BRNO,CZECH REPUBLIC,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LKCM,,0.0,BRNO,CZECH REPUBLIC,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LKCO,,0.0,CHOCEN,CZECH REPUBLIC,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LKCR,,0.0,CHRUDIM,CZECH REPUBLIC,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LKCS,CESKE BUDEJOVICE,432.0,CESKE BUDEJOVICE,CZECH REPUBLIC,,48.946000000000005,48.0,N,56.0,46.0,14.427,14.0,E,25.0,38.0
LKCT,CHOTEBOR,594.0,CHOTEBOR,CZECH REPUBLIC,,49.684,49.0,N,41.0,4.0,15.675999999999998,15.0,E,40.0,34.0
LKCV,CASLAV,243.0,CASLAV,CZECH REPUBLIC,,49.93899999999999,49.0,N,56.0,22.0,15.382,15.0,E,22.0,54.0
LKDK,,0.0,DVUR KRALOVE,CZECH REPUBLIC,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LKFR,,0.0,FRYDLANT,CZECH REPUBLIC,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LKHB,,0.0,HAVLICKUV BROD,CZECH REPUBLIC,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LKHC,,0.0,HORICE,CZECH REPUBLIC,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LKHD,,0.0,HODKOVICE,CZECH REPUBLIC,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LKHK,HRADEC KRALOVE,242.0,HRADEC KRALOVE,CZECH REPUBLIC,,50.253,50.0,N,15.0,11.0,15.845,15.0,E,50.0,42.0
LKHN,,0.0,HRANICE,CZECH REPUBLIC,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LKHO,,0.0,HOLESOV,CZECH REPUBLIC,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LKHR,,0.0,HRADCANY,CZECH REPUBLIC,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LKHS,,0.0,CESKE BUDEJOVICE,CZECH REPUBLIC,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
